scolname,location_country,location_state,location_city,scale_students,scale_faculty
3567school,Antigua,glass,require,5232,25
3568school,Japan,small,others,5942,2358
3569school,Italy,concern,senior,8277,359
3570school,Croatia,who,trial,141,2223
3571school,United States,rise,receive,2574,4067
3572school,Argentina,something,option,757,1637
3573school,Italy,civil,common,8669,1127
3574school,Angola,price,leg,9948,4841
3575school,Italy,skin,even,2402,2763
3576school,Comoros,make,hundred,1241,1528
3577school,United Kingdom,old,company,9743,3205
3578school,Andorra,democratic,entire,8718,555
3579school,France,oil,book,6941,2995
3580school,Andorra,especially,threat,1720,4609
3581school,Gambia,finish,wonder,342,4454
3582school,Ireland,test,hope,9339,2457
3583school,Albania,the,check,8053,1759
3584school,Angola,water,arm,2329,1289
3585school,Argentina,by,computer,3880,4971
3586school,East Timor,store,from,2550,1945
3587school,United States,support,their,6651,4836
3588school,Cyprus,through,level,734,2586
3589school,Germany,heavy,just,4303,2627
3590school,Gabon,production,during,263,120
3591school,Czech,arm,director,1394,4138
3592school,Costa Rica,vote,card,6390,1563
3593school,Costa Rica,decade,concern,6914,4115
3594school,Japan,upon,hundred,812,4857
3595school,Dominican Republic,clearly,lead,7251,1844
3596school,Italy,surface,away,451,3331
3597school,Ireland,able,others,614,4700
3598school,Ecuador,his,day,8538,3710
3599school,Dominican Republic,defense,religious,331,2447
3600school,Congo,finally,pretty,9159,815
3601school,Republic,girl,difference,5372,4096
3602school,Czech,now,talk,7326,465
3603school,Denmark,major,young,8515,718
3604school,United Kingdom,thing,child,2983,3224
3605school,Comoros,yeah,player,5192,4954
3606school,Comoros,say,early,3307,878
3607school,Gambia,in,anything,9538,793
3608school,Ireland,put,long,664,1336
3609school,Colombia,top,understand,1561,4206
3610school,East Timor,thousand,sing,5304,3258
3611school,Italy,begin,about,7220,2774
3612school,Ecuador,operation,any,653,2109
3613school,Denmark,money,job,1825,439
3614school,Angola,general,stock,4112,4668
3615school,Argentina,first,government,2987,4337
3616school,Congo,community,charge,3232,819
3617school,France,open,huge,2430,3953
3618school,France,site,effect,7145,2488
3619school,Egypt,institution,heart,4570,2948
3620school,Dominican Republic,specific,store,5456,3733
3621school,China,why,fish,6623,3433
3622school,Dominica,article,design,8064,1746
3623school,Colombia,on,out,9411,3789
3624school,Ecuador,his,adult,2048,3355
3625school,Colombia,civil,born,9929,1228
3626school,Ecuador,as,memory,617,117
3627school,Cyprus,speak,friend,9111,2855
3628school,East Timor,ago,audience,1307,1988
3629school,Ireland,leader,always,5478,3840
3630school,Gabon,subject,serve,2152,3922
3631school,Ireland,black,subject,4298,2335
3632school,Dominica,low,only,6820,1032
3633school,Ecuador,six,former,1643,3716
3634school,Cyprus,become,hotel,8592,2604
3635school,Dominican Republic,room,here,3872,3849
3636school,United Kingdom,man,hospital,6583,1181
3637school,Dominican Republic,sell,performance,3694,3187
3638school,Andorra,accept,history,8358,4529
3639school,Germany,hundred,adult,487,2426
3640school,Georgia,article,new,4619,4647
3641school,Germany,pretty,practice,930,3070
3642school,France,single,new,3084,2549
3643school,Republic,person,lawyer,8643,1582
3644school,United Kingdom,no,next,7806,1089
3645school,Egypt,scene,international,9970,1831
3646school,Angola,anything,old,3873,3522
3647school,United Kingdom,media,room,2422,2835
3648school,Costa Rica,system,smile,2073,2900
3649school,Ecuador,occur,country,8605,2721
3650school,Cyprus,arm,exactly,1374,4257
3651school,Czech,yeah,surface,6180,4100
3652school,China,turn,ten,621,2377
3653school,Congo,war,girl,8539,1773
3654school,Republic,shake,believe,5444,1559
3655school,Antigua,region,strong,2722,3061
3656school,Italy,two,baby,6665,1704
3657school,Germany,experience,some,6763,3647
3658school,Egypt,play,according,6967,2446
3659school,Japan,officer,drop,8196,3878
3660school,Cyprus,often,a,5965,2389
3661school,Ecuador,relationship,let,4990,636
3662school,Denmark,politics,maintain,8248,2684
3663school,Ireland,whose,visit,3036,1212
3664school,Germany,risk,two,5262,950
3665school,France,area,draw,994,2531
3666school,Dominica,family,western,3922,3714
3667school,Germany,federal,involve,6312,1105
3668school,Congo,difference,better,1499,444
3669school,Gabon,newspaper,military,8671,1765
3670school,Ecuador,your,professional,5127,3536
3671school,United States,boy,machine,4866,1692
3672school,United States,down,general,3750,2312
3673school,Egypt,plant,since,9230,534
3674school,Japan,civil,response,1651,4115
3675school,Gabon,change,fine,7809,1707
3676school,Denmark,weight,quite,2124,3589
3677school,Djibouti,management,people,1705,1727
3678school,Georgia,different,drop,1691,2238
3679school,France,describe,red,9853,700
3680school,Argentina,crime,peace,7709,2928
3681school,Georgia,team,have,17,4395
3682school,Argentina,appear,TV,9051,744
3683school,Andorra,hit,sea,2939,830
3684school,Gabon,night,represent,1902,1066
3685school,Ecuador,while,own,2675,2138
3686school,Congo,evening,safe,8145,1750
3687school,Gabon,popular,star,4120,4944
3688school,China,claim,toward,7634,3962
3689school,Gabon,way,seat,9677,3237
3690school,Italy,appear,seek,1077,576
3691school,Denmark,word,term,6171,4935
3692school,Croatia,his,tell,8953,2186
3693school,Czech,remember,sort,83,4314
3694school,Croatia,budget,charge,8861,4802
3695school,Costa Rica,early,know,2325,4180
3696school,Ireland,space,magazine,1768,1144
3697school,Albania,central,first,1324,2452
3698school,Argentina,new,beat,9661,3895
3699school,Croatia,take,population,2104,4500
3700school,Italy,wear,town,5012,4705
3701school,Denmark,memory,Republican,8279,4848
3702school,Andorra,bring,provide,771,117
3703school,Comoros,investment,woman,6675,1731
3704school,Egypt,herself,direction,9913,885
3705school,Angola,road,meeting,3046,4436
3706school,Algeria,west,day,4558,2319
3707school,East Timor,property,huge,4742,779
3708school,Ecuador,poor,third,1763,4628
3709school,Cyprus,house,buy,6977,221
3710school,China,data,red,8755,3870
3711school,Costa Rica,establish,inside,563,1864
3712school,Georgia,partner,third,1159,2453
3713school,Algeria,rest,sell,8354,331
3714school,Ecuador,beyond,mean,5471,1574
3715school,Japan,happen,heavy,5239,3151
3716school,Cyprus,hotel,allow,1471,242
3717school,Comoros,forward,gas,281,950
3718school,Dominica,somebody,together,9620,1415
3719school,Ecuador,land,not,379,1111
3720school,Argentina,thus,theory,2545,1886
3721school,Costa Rica,investment,animal,5383,2026
3722school,Italy,improve,move,5766,735
3723school,Egypt,foreign,late,9601,2611
3724school,Cyprus,wall,yeah,4938,1883
3725school,Gabon,size,power,373,2571
3726school,Antigua,individual,management,881,2893
3727school,East Timor,against,general,4107,1296
3728school,Angola,eight,owner,2016,872
3729school,Czech,yeah,item,4048,463
3730school,Djibouti,store,may,6052,4114
3731school,Comoros,will,argue,2983,4701
3732school,Colombia,behavior,girl,4992,1340
3733school,Algeria,night,under,414,992
3734school,Korea South,figure,free,7046,4126
3735school,Algeria,word,kitchen,158,2108
3736school,Cuba,city,inside,5087,3232
3737school,Korea South,station,story,8323,2214
3738school,Cuba,fall,indicate,7566,255
3739school,Antigua,course,close,1768,2710
3740school,Congo,cost,meeting,7968,2766
3741school,East Timor,art,into,8107,4504
3742school,Denmark,about,growth,5393,2698
3743school,Congo,figure,many,2592,1810
3744school,Czech,work,government,8554,3436
3745school,Denmark,same,however,9811,208
3746school,United Kingdom,usually,factor,6201,3181
3747school,Korea South,skill,you,6974,2165
3748school,Dominican Republic,perform,choice,7531,994
3749school,Croatia,challenge,price,4806,4474
3750school,Czech,maybe,page,8534,1833
3751school,Albania,month,debate,9620,2831
3752school,East Timor,region,together,3261,1736
3753school,Antigua,agency,low,8965,2142
3754school,Afghanistan,responsibility,any,9292,2776
3755school,Dominican Republic,worker,individual,6307,4016
3756school,Japan,win,explain,9505,2949
3757school,Cuba,figure,say,5190,4243
3758school,Egypt,budget,new,8133,1190
3759school,Congo,student,movie,6269,4183
3760school,Afghanistan,debate,student,4802,2482
3761school,United States,they,hundred,4051,1481
3762school,Gambia,material,thus,1480,2661
3763school,Dominican Republic,talk,something,5516,353
3764school,Gambia,past,detail,1005,2351
3765school,Albania,travel,politics,2181,4527
3766school,Korea South,full,three,7021,1088
3767school,Gabon,avoid,let,5492,2295
3768school,Gambia,check,yard,6667,3118
3769school,Dominican Republic,listen,reflect,8917,241
3770school,United Kingdom,however,address,5969,804
3771school,Japan,charge,owner,6543,3121
3772school,France,yet,daughter,6368,4813
3773school,Dominica,race,personal,3707,2409
3774school,Djibouti,play,view,819,3975
3775school,Cyprus,rock,chair,5897,2672
3776school,Denmark,group,military,4354,3231
3777school,Republic,who,everyone,2674,1278
3778school,Czech,suffer,research,3282,1727
3779school,Japan,another,station,8774,352
3780school,Ireland,only,education,4905,2900
3781school,Andorra,appear,become,252,3524
3782school,Cuba,front,military,7044,4604
3783school,Antigua,build,score,61,2502
3784school,Andorra,here,because,3970,2869
3785school,Georgia,set,case,872,652
3786school,Denmark,situation,natural,8634,572
3787school,China,result,class,6030,522
3788school,Denmark,wear,start,9619,3491
3789school,Angola,pretty,land,7050,38
3790school,Dominican Republic,candidate,deal,9345,3051
3791school,Congo,under,others,154,3916
3792school,Ecuador,once,sell,3680,4029
3793school,Dominica,concern,TV,7842,3007
3794school,Republic,sense,draw,1283,209
3795school,Dominica,song,information,735,2575
3796school,Afghanistan,dream,century,7940,1669
3797school,Germany,off,address,8000,751
3798school,Ireland,bring,public,284,2904
3799school,Germany,air,visit,9461,3457
3800school,China,health,force,8965,4433
3801school,Cyprus,financial,take,3796,704
3802school,France,type,road,2316,2209
3803school,Albania,change,back,9712,1781
3804school,Gambia,class,animal,6644,252
3805school,United Kingdom,page,agree,8523,4060
3806school,Denmark,cup,you,8520,1047
3807school,Angola,long,eat,4941,3002
3808school,Angola,similar,sea,1927,4932
3809school,Djibouti,decision,consider,2527,4902
3810school,China,require,though,351,1550
3811school,Djibouti,never,will,2848,1776
3812school,Argentina,yes,road,9543,3212
3813school,Ecuador,begin,indicate,6560,1665
3814school,Germany,run,condition,8472,1396
3815school,Congo,often,cell,1063,1739
3816school,Dominican Republic,animal,available,8047,561
3817school,Egypt,total,late,170,3886
3818school,Angola,interview,great,1760,4800
3819school,East Timor,color,new,3935,1615
3820school,Korea South,physical,former,6469,4645
3821school,Albania,above,turn,6659,2807
3822school,Algeria,magazine,bill,155,2318
3823school,China,newspaper,health,4789,2007
3824school,Gabon,organization,act,5211,2991
3825school,Cyprus,tough,current,1444,3015
3826school,Angola,customer,issue,6905,741
3827school,Ecuador,tree,marriage,5888,930
3828school,Denmark,soldier,player,9296,4347
3829school,Czech,lot,it,611,1754
3830school,Egypt,body,cold,2266,359
3831school,Albania,drive,buy,8446,3772
3832school,Germany,around,information,3176,3479
3833school,Ireland,return,seat,4976,3329
3834school,Dominica,form,strategy,9049,4509
3835school,Algeria,list,explain,7694,3965
3836school,Albania,final,our,988,3595
3837school,Gabon,important,discuss,5847,1007
3838school,Antigua,sense,once,7446,4622
3839school,Germany,order,prepare,8255,3285
3840school,Korea South,compare,discuss,2164,3198
3841school,Croatia,degree,appear,8294,3384
3842school,Djibouti,star,claim,1537,1685
3843school,Congo,recognize,detail,7620,1342
3844school,Comoros,administration,trip,5988,2481
3845school,Egypt,hold,interview,1018,4148
3846school,Congo,certain,phone,5894,4293
3847school,Dominica,quickly,difference,2009,3211
3848school,Germany,cut,program,5058,2106
3849school,Ireland,young,and,9577,1129
3850school,Republic,source,after,2037,3454
3851school,Dominican Republic,entire,kid,8405,4138
3852school,Argentina,must,everybody,2533,398
3853school,Republic,develop,once,483,2465
3854school,Albania,firm,education,9766,3929
3855school,Cuba,great,culture,9630,1773
3856school,Georgia,environmental,hair,3085,4252
3857school,France,box,late,43,4440
3858school,Antigua,realize,region,5389,2459
3859school,Denmark,red,east,6236,3841
3860school,Italy,environment,big,6362,4736
3861school,Italy,open,whom,4196,958
3862school,China,he,adult,47,582
3863school,Ecuador,low,matter,3209,4570
3864school,Czech,Congress,bank,9402,3236
3865school,Gabon,future,from,6709,2764
3866school,Ecuador,risk,owner,7674,1434
3867school,East Timor,own,protect,3560,3835
3868school,Gabon,produce,unit,1451,78
3869school,Comoros,sea,last,7508,2781
3870school,Georgia,dog,onto,6516,1591
3871school,United States,area,reflect,6369,1037
3872school,Congo,Mr,natural,3033,4026
3873school,Egypt,second,do,6486,200
3874school,United States,theory,program,3371,1074
3875school,Andorra,benefit,character,5319,1191
3876school,Japan,summer,actually,9423,1204
3877school,China,community,lawyer,8598,4833
3878school,Korea South,little,car,6980,4668
3879school,Ecuador,prevent,left,1246,1466
3880school,East Timor,each,nearly,585,141
3881school,Cyprus,list,heavy,6596,3355
3882school,Croatia,treat,agree,1568,1748
3883school,East Timor,job,big,2637,2871
3884school,Denmark,animal,pull,8145,730
3885school,Ireland,public,name,6242,2114
3886school,France,pull,large,265,3210
3887school,Egypt,their,eat,5240,2980
3888school,Cuba,democratic,account,8994,995
3889school,Germany,forward,service,7167,3992
3890school,Colombia,church,past,8519,1603
3891school,Cuba,become,collection,8355,1613
3892school,Costa Rica,material,number,8028,4215
3893school,Cyprus,yourself,realize,7897,2913
3894school,Gambia,nor,modern,5914,702
3895school,Italy,oil,resource,6879,2149
3896school,Colombia,process,country,653,4330
3897school,Gambia,account,address,7861,103
3898school,Cyprus,PM,candidate,2020,1149
3899school,Angola,check,must,9010,2853
3900school,Dominica,memory,weight,5107,666
3901school,France,structure,or,8144,2126
3902school,Germany,family,nearly,6531,1115
3903school,Gabon,top,agency,4511,1236
3904school,Colombia,majority,film,1747,4935
