gradname,graddate,adname
41090,1907-06-07,4109
41100,1995-09-21,4110
41110,1981-05-23,4111
41120,1940-05-17,4112
41130,1970-02-03,4113
41140,1983-04-19,4114
41150,1951-11-14,4115
41160,1932-01-09,4116
41170,1941-12-03,4117
41180,1936-08-08,4118
41190,1966-04-21,4119
41200,1979-08-10,4120
41210,1987-06-07,4121
41220,1947-01-17,4122
41230,2002-08-11,4123
41240,2012-06-05,4124
41250,1995-09-18,4125
41260,1909-05-06,4126
41270,1994-08-25,4127
41280,1911-09-23,4128
41290,2016-11-18,4129
41300,1986-09-19,4130
41310,2013-04-23,4131
41320,1955-12-31,4132
41330,2017-08-18,4133
41340,2009-10-09,4134
41350,1990-04-17,4135
41360,1978-09-30,4136
41370,2011-04-02,4137
41380,2011-03-25,4138
41390,1977-08-06,4139
41400,1949-02-13,4140
41410,1907-06-27,4141
41420,1966-03-26,4142
41430,1991-12-24,4143
41440,2010-06-14,4144
41450,1997-12-07,4145
41460,1984-12-07,4146
41470,1933-11-17,4147
41480,1979-10-15,4148
41490,1920-08-29,4149
41500,1957-03-26,4150
41510,2014-04-12,4151
41520,1977-01-01,4152
41530,1916-02-23,4153
41540,1975-01-09,4154
41550,1943-07-27,4155
41560,1948-08-05,4156
41570,1946-03-23,4157
41580,1947-07-07,4158
41590,1995-02-01,4159
41600,1934-04-22,4160
41610,1923-09-12,4161
41620,1930-12-29,4162
41630,1975-07-19,4163
41640,1985-11-02,4164
41650,1980-06-24,4165
41660,2012-10-30,4166
41670,1989-05-08,4167
41680,1938-05-29,4168
41690,1918-05-01,4169
41700,1931-11-14,4170
41710,1942-07-17,4171
41720,1964-01-05,4172
41730,1973-10-13,4173
41740,1910-08-22,4174
41750,1976-07-19,4175
41760,1932-02-01,4176
41770,1933-11-04,4177
41780,1920-08-30,4178
41790,1993-07-30,4179
41800,1918-12-26,4180
41810,1930-06-18,4181
41820,1904-12-05,4182
41830,1922-03-06,4183
41840,2000-07-18,4184
41850,1962-04-07,4185
41860,1969-11-11,4186
41870,1941-05-17,4187
41880,1915-11-26,4188
41890,1939-03-18,4189
41900,1975-03-07,4190
41910,1996-04-16,4191
41920,2008-04-12,4192
41930,1947-08-16,4193
41940,1908-05-07,4194
41950,1955-07-18,4195
41960,1954-03-10,4196
41970,1996-02-26,4197
41980,2016-09-17,4198
41990,1956-02-23,4199
42000,1981-07-26,4200
42010,2019-03-04,4201
42020,2020-02-16,4202
42030,1965-08-23,4203
42040,1987-01-03,4204
42050,1946-12-08,4205
42060,1975-06-21,4206
42070,1993-02-07,4207
42080,2017-07-20,4208
42090,1951-02-01,4209
42100,1918-07-11,4210
42110,1988-12-12,4211
42120,1969-01-15,4212
42130,1986-04-24,4213
42140,1977-03-03,4214
42150,1920-02-06,4215
42160,1983-07-25,4216
42170,1904-06-19,4217
42180,1952-12-01,4218
42190,1936-11-27,4219
42200,1978-04-01,4220
42210,1952-06-21,4221
42220,1995-06-14,4222
42230,1999-06-04,4223
42240,1912-06-21,4224
42250,1917-09-22,4225
42260,1934-09-13,4226
42270,1914-10-07,4227
42280,1969-09-15,4228
42290,1906-07-08,4229
42300,1996-12-26,4230
42310,1999-07-04,4231
42320,1963-07-30,4232
42330,1954-01-31,4233
42340,1921-11-16,4234
42350,2015-07-31,4235
42360,1949-02-08,4236
42370,2006-02-27,4237
42380,2015-03-15,4238
42390,2017-08-27,4239
42400,1925-02-11,4240
42410,1945-12-02,4241
42420,2004-12-18,4242
42430,1992-07-07,4243
42440,2016-09-08,4244
42450,1982-05-08,4245
42460,1979-12-10,4246
42470,2010-09-01,4247
42480,1973-04-25,4248
42490,1995-02-13,4249
42500,1912-05-16,4250
42510,1957-02-12,4251
42520,1975-10-03,4252
42530,1913-12-30,4253
42540,2014-02-02,4254
42550,2018-08-23,4255
42560,1910-10-03,4256
42570,1932-08-15,4257
42580,1908-02-15,4258
42590,1949-07-07,4259
42600,1921-10-18,4260
42610,1906-04-17,4261
42620,1951-10-14,4262
42630,1962-06-27,4263
42640,2013-12-09,4264
42650,2010-10-17,4265
42660,1908-02-08,4266
42670,2008-02-29,4267
42680,2019-09-11,4268
42690,1935-08-06,4269
42700,1920-08-22,4270
42710,1951-06-07,4271
42720,2005-04-09,4272
42730,1990-09-05,4273
42740,1956-04-14,4274
42750,1956-01-10,4275
42760,1952-11-04,4276
42770,1994-02-15,4277
42780,1939-04-02,4278
42790,1915-05-17,4279
42800,1904-11-22,4280
42810,1963-10-14,4281
42820,2000-08-20,4282
42830,1906-05-18,4283
42840,1984-11-03,4284
42850,1910-01-23,4285
42860,1938-03-07,4286
42870,1920-02-08,4287
42880,1937-10-14,4288
42890,2020-05-23,4289
42900,1955-09-27,4290
42910,2014-10-07,4291
42920,1926-11-23,4292
42930,1969-12-29,4293
42940,2011-04-13,4294
42950,1917-02-13,4295
42960,1934-11-30,4296
42970,1904-11-08,4297
42980,1916-06-23,4298
42990,1909-01-11,4299
43000,1921-07-25,4300
43010,1917-12-20,4301
43020,1999-06-12,4302
43030,1985-03-30,4303
43040,1974-10-12,4304
43050,1912-12-25,4305
43060,2010-04-01,4306
43070,2008-08-10,4307
43080,1980-04-05,4308
43090,1998-04-01,4309
43100,1916-07-12,4310
43110,1970-01-27,4311
43120,1952-03-11,4312
43130,2001-03-15,4313
43140,2006-09-24,4314
43150,2001-05-27,4315
43160,1960-01-21,4316
43170,1978-11-24,4317
43180,1945-09-16,4318
43190,2001-12-09,4319
43200,1963-05-15,4320
43210,1908-12-14,4321
43220,1952-09-14,4322
43230,1979-08-04,4323
43240,2002-07-20,4324
43250,1978-03-02,4325
43260,1953-03-22,4326
43270,1985-03-17,4327
43280,1919-05-15,4328
43290,1971-05-28,4329
43300,1997-02-12,4330
43310,1931-07-08,4331
43320,2004-02-01,4332
43330,1917-09-07,4333
43340,1953-07-26,4334
43350,1996-12-16,4335
43360,1958-03-01,4336
43370,1971-08-21,4337
43380,2010-10-26,4338
43390,1918-08-27,4339
43400,2014-10-07,4340
43410,2012-10-02,4341
43420,1995-08-14,4342
43430,1921-02-08,4343
43440,1936-04-16,4344
43450,1907-03-06,4345
43460,1933-08-26,4346
43470,2012-12-23,4347
43480,1916-07-06,4348
43490,1993-02-13,4349
43500,2020-05-16,4350
43510,2017-05-26,4351
43520,1991-12-13,4352
43530,1968-02-23,4353
43540,1971-11-16,4354
43550,1938-01-31,4355
43560,1969-11-24,4356
43570,1912-10-29,4357
43580,1977-03-07,4358
43590,2014-03-21,4359
43600,1986-08-31,4360
43610,1933-08-02,4361
43620,2012-12-28,4362
43630,1947-02-22,4363
43640,1992-01-29,4364
43650,1990-04-01,4365
43660,1915-05-25,4366
43670,1936-06-22,4367
43680,1987-03-21,4368
43690,2002-11-20,4369
43700,1974-06-30,4370
43710,1918-07-26,4371
43720,2014-12-06,4372
43730,1906-12-05,4373
43740,1961-04-05,4374
43750,1929-09-22,4375
43760,1935-01-29,4376
43770,1942-12-07,4377
43780,1953-02-28,4378
43790,1976-10-18,4379
43800,1930-05-29,4380
43810,2002-12-10,4381
43820,1938-11-26,4382
43830,2014-06-06,4383
43840,2001-12-08,4384
43850,1970-11-18,4385
43860,1992-10-17,4386
43870,1975-03-17,4387
43880,1910-05-23,4388
43890,1908-06-20,4389
43900,2001-08-20,4390
43910,1974-01-17,4391
43920,1945-04-30,4392
43930,1932-02-24,4393
43940,1921-01-15,4394
43950,1971-06-22,4395
43960,1979-04-23,4396
43970,1922-08-15,4397
43980,2005-02-19,4398
43990,1924-03-28,4399
44000,1958-03-18,4400
44010,1965-11-01,4401
44020,1949-08-11,4402
44030,1935-02-23,4403
44040,1965-01-23,4404
44050,2019-08-27,4405
44060,1944-12-23,4406
44070,2004-07-15,4407
44080,1915-04-26,4408
44090,1968-09-04,4409
44100,1960-08-06,4410
44110,1951-04-10,4411
44120,2009-11-03,4412
44130,1937-11-26,4413
44140,1907-08-18,4414
44150,1905-06-12,4415
44160,2011-08-25,4416
44170,1936-10-25,4417
44180,1931-08-27,4418
44190,1935-08-23,4419
44200,1955-12-12,4420
44210,1963-08-02,4421
44220,2000-05-17,4422
44230,1929-06-06,4423
44240,1935-07-17,4424
44250,2009-08-06,4425
44260,1938-11-30,4426
44270,1994-03-04,4427
44280,1983-04-20,4428
44290,1912-03-13,4429
44300,1933-06-21,4430
44310,1949-12-19,4431
44320,1957-04-18,4432
44330,2019-04-08,4433
44340,1958-12-26,4434
44350,1970-02-27,4435
44360,1948-03-10,4436
44370,1975-06-09,4437
44380,2016-03-27,4438
44390,1949-07-21,4439
44400,2010-05-28,4440
44410,1923-07-12,4441
44420,2016-07-31,4442
44430,1921-10-28,4443
44440,1946-08-28,4444
44450,1916-06-20,4445
44460,2005-03-15,4446
44470,1956-02-13,4447
44480,1991-01-04,4448
44490,1966-09-24,4449
44500,1953-01-07,4450
44510,1987-02-04,4451
44520,1965-02-18,4452
44530,1986-07-02,4453
44540,1971-07-05,4454
44550,1923-05-13,4455
44560,1911-02-08,4456
44570,1988-01-27,4457
44580,1968-10-29,4458
44590,1931-10-20,4459
44600,1969-12-14,4460
44610,1957-12-12,4461
44620,1940-12-01,4462
44630,1989-04-04,4463
44640,1971-10-21,4464
44650,1997-07-18,4465
44660,1912-06-22,4466
44670,1945-07-03,4467
44680,1904-06-20,4468
44690,1929-06-18,4469
44700,1932-05-04,4470
44710,1983-09-24,4471
44720,1904-10-31,4472
44730,1995-03-07,4473
44740,1977-04-24,4474
44750,1989-12-28,4475
44760,1952-07-18,4476
44770,2003-02-25,4477
44780,1965-05-03,4478
44790,1941-02-16,4479
44800,1963-08-20,4480
44810,1958-03-04,4481
44820,1937-01-24,4482
44830,1929-07-10,4483
44840,2000-04-15,4484
44850,1983-10-31,4485
44860,1985-07-05,4486
44870,1993-07-22,4487
44880,1997-10-30,4488
44890,1928-07-03,4489
44900,1908-03-17,4490
44910,1913-07-21,4491
44920,1945-06-25,4492
44930,1925-06-06,4493
44940,2016-01-26,4494
44950,1963-10-31,4495
44960,1950-09-15,4496
44970,1940-09-07,4497
44980,1929-05-10,4498
44990,2016-07-10,4499
45000,1980-05-31,4500
45010,1951-11-09,4501
45020,1969-06-16,4502
45030,1949-11-28,4503
45040,1944-01-01,4504
45050,1965-04-28,4505
45060,1971-11-07,4506
45070,1975-08-21,4507
45080,1909-09-28,4508
45090,2008-03-28,4509
45100,1905-12-22,4510
45110,1921-12-02,4511
45120,1936-12-25,4512
45130,2001-07-08,4513
45140,1910-07-29,4514
45150,1952-03-20,4515
45160,1937-02-28,4516
45170,1914-05-24,4517
45180,1954-04-07,4518
45190,1937-07-29,4519
45200,2008-01-08,4520
45210,1935-10-27,4521
45220,1926-02-01,4522
45230,1984-07-15,4523
45240,1909-04-05,4524
45250,1997-07-31,4525
45260,1909-09-30,4526
45270,1940-12-12,4527
45280,1924-03-12,4528
45290,1914-10-19,4529
45300,1962-05-02,4530
45310,1953-08-18,4531
45320,1953-01-14,4532
45330,1954-07-24,4533
45340,1912-07-08,4534
45350,1984-03-26,4535
45360,1906-05-26,4536
45370,1927-11-27,4537
45380,1906-12-26,4538
45390,1959-06-03,4539
45400,1927-10-01,4540
45410,1990-12-12,4541
45420,2008-06-10,4542
45430,1932-07-17,4543
45440,1945-09-26,4544
45450,2008-03-24,4545
45460,1931-09-01,4546
45470,1964-01-21,4547
45480,1906-02-23,4548
45490,1987-12-05,4549
45500,2011-04-13,4550
45510,1930-03-21,4551
45520,1961-07-01,4552
45530,1991-03-07,4553
45540,1983-07-26,4554
45550,1975-05-19,4555
45560,1969-08-30,4556
45570,1975-03-01,4557
45580,2010-04-15,4558
45590,1954-07-05,4559
45600,1997-10-02,4560
45610,1946-09-25,4561
45620,1939-06-07,4562
45630,1990-03-08,4563
45640,1974-11-03,4564
45650,1944-02-08,4565
45660,1907-07-04,4566
45670,1987-03-31,4567
45680,1941-01-28,4568
45690,1910-08-01,4569
45700,1927-03-13,4570
45710,1953-10-22,4571
45720,2017-10-21,4572
45730,1972-03-25,4573
45740,1935-12-03,4574
45750,2015-10-07,4575
45760,2005-09-18,4576
45770,2005-02-28,4577
45780,1917-03-26,4578
45790,1906-11-17,4579
45800,1989-08-01,4580
45810,1965-11-08,4581
45820,1990-02-25,4582
45830,2007-04-16,4583
45840,1959-06-09,4584
45850,1930-03-27,4585
45860,1950-02-15,4586
45870,1982-08-03,4587
45880,1912-04-20,4588
45890,1969-12-13,4589
45900,1982-07-28,4590
45910,1939-07-07,4591
45920,1943-03-11,4592
45930,1964-03-03,4593
45940,1937-12-23,4594
45950,1912-07-04,4595
45960,2002-05-07,4596
45970,2016-10-31,4597
45980,2002-08-02,4598
45990,1998-08-30,4599
46000,1960-05-27,4600
46010,1917-02-19,4601
46020,1998-10-10,4602
46030,1909-04-05,4603
46040,2008-04-12,4604
46050,1949-01-08,4605
46060,1975-05-12,4606
46070,1917-11-25,4607
46080,1966-11-15,4608
46090,1976-01-25,4609
46100,1929-06-13,4610
46110,1958-06-02,4611
46120,1995-08-03,4612
46130,1933-08-14,4613
46140,1907-09-07,4614
46150,1939-06-05,4615
46160,1956-07-25,4616
46170,1980-10-10,4617
46180,1912-07-10,4618
46190,1954-02-24,4619
46200,1983-11-05,4620
46210,1935-01-31,4621
46220,1952-11-17,4622
46230,2003-01-21,4623
46240,1980-12-16,4624
46250,2015-11-03,4625
46260,2004-01-10,4626
46270,1934-07-16,4627
46280,1953-02-07,4628
46290,1998-05-15,4629
46300,1945-07-31,4630
46310,1941-06-30,4631
46320,1919-02-01,4632
46330,1928-11-12,4633
46340,1944-02-01,4634
46350,1999-01-29,4635
46360,1963-11-19,4636
46370,1936-10-01,4637
46380,1979-01-08,4638
46390,1968-09-04,4639
46400,2005-05-31,4640
46410,1915-04-06,4641
46420,1959-01-23,4642
46430,1995-05-17,4643
46440,1950-11-22,4644
46450,1983-07-24,4645
46460,1944-09-07,4646
46470,1998-08-08,4647
46480,1988-06-03,4648
46490,2019-12-12,4649
46500,2013-01-28,4650
46510,1989-06-29,4651
46520,1914-12-22,4652
46530,1932-08-21,4653
46540,1968-01-02,4654
46550,1927-05-11,4655
46560,1953-11-23,4656
46570,1940-07-02,4657
46580,1975-09-13,4658
46590,1938-12-27,4659
46600,1977-02-11,4660
46610,2010-01-01,4661
46620,1943-01-02,4662
46630,1921-09-16,4663
46640,1932-07-10,4664
46650,2011-12-14,4665
46660,1952-08-29,4666
46670,1968-01-18,4667
46680,1912-12-07,4668
46690,1921-11-09,4669
46700,1910-11-21,4670
46710,1966-11-29,4671
46720,1970-09-16,4672
46730,1967-09-12,4673
46740,1977-09-25,4674
46750,1976-04-12,4675
46760,1975-09-30,4676
46770,1951-05-10,4677
46780,1912-06-30,4678
46790,1972-05-27,4679
46800,1920-02-18,4680
46810,1993-04-14,4681
46820,2003-06-24,4682
46830,1972-06-13,4683
46840,1958-10-06,4684
46850,1960-04-22,4685
46860,1924-09-22,4686
46870,1976-04-22,4687
46880,1977-07-05,4688
46890,1994-04-08,4689
46900,1938-10-18,4690
46910,1957-08-18,4691
46920,1995-06-18,4692
46930,1907-09-09,4693
46940,1961-11-07,4694
46950,1992-08-04,4695
46960,1988-04-04,4696
46970,2005-02-21,4697
46980,1955-09-05,4698
46990,1966-07-22,4699
47000,1946-01-11,4700
47010,2002-05-02,4701
47020,1976-10-09,4702
47030,1909-02-09,4703
47040,1996-02-09,4704
47050,1925-02-20,4705
47060,1928-03-09,4706
47070,1917-04-13,4707
47080,1928-10-16,4708
47090,1945-05-19,4709
47100,1974-12-01,4710
47110,1976-12-25,4711
47120,1955-06-05,4712
47130,1994-11-10,4713
47140,1932-10-07,4714
47150,2001-05-27,4715
47160,1913-07-30,4716
47170,1985-04-21,4717
47180,2006-10-16,4718
47190,2013-09-22,4719
47200,2008-04-12,4720
47210,1975-06-19,4721
47220,1976-08-31,4722
47230,1980-02-04,4723
47240,1926-02-18,4724
47250,1943-08-21,4725
47260,1937-08-25,4726
47270,1992-01-18,4727
47280,1937-07-09,4728
47290,1962-12-26,4729
47300,1975-11-02,4730
47310,1914-07-29,4731
47320,1946-08-23,4732
47330,1919-06-20,4733
47340,1968-12-15,4734
47350,1960-06-01,4735
47360,1975-08-30,4736
47370,1922-06-19,4737
47380,2019-12-29,4738
47390,1908-05-10,4739
47400,1967-03-02,4740
47410,1908-03-30,4741
47420,1965-09-01,4742
47430,2013-05-29,4743
47440,1911-01-29,4744
47450,1918-01-13,4745
47460,1994-05-29,4746
47470,1942-02-16,4747
47480,2002-10-14,4748
47490,1984-04-30,4749
47500,1936-06-30,4750
47510,1965-03-29,4751
47520,1911-10-16,4752
47530,1968-12-02,4753
47540,1910-12-30,4754
47550,1948-12-02,4755
47560,1970-12-03,4756
47570,1923-07-15,4757
47580,1928-07-09,4758
47590,1984-07-16,4759
47600,1997-12-19,4760
47610,1937-02-25,4761
47620,1946-10-18,4762
47630,1952-09-11,4763
47640,1907-10-24,4764
47650,1971-10-31,4765
47660,2006-09-01,4766
47670,1931-06-16,4767
47680,1996-05-01,4768
47690,1918-08-14,4769
47700,1937-03-31,4770
47710,1922-10-22,4771
47720,1994-12-20,4772
47730,1973-01-04,4773
47740,1969-11-26,4774
47750,1938-07-30,4775
47760,1961-03-28,4776
47770,2016-10-05,4777
47780,1957-01-27,4778
47790,1964-10-17,4779
47800,1920-03-10,4780
47810,1911-07-25,4781
47820,1932-06-29,4782
47830,1928-04-05,4783
47840,1931-10-28,4784
47850,1952-08-31,4785
47860,1954-04-18,4786
47870,1914-06-27,4787
47880,1917-07-04,4788
47890,1970-05-15,4789
47900,1940-04-19,4790
47910,2000-09-15,4791
47920,1952-08-18,4792
47930,1973-11-20,4793
47940,2007-11-22,4794
47950,1931-02-20,4795
47960,1921-12-15,4796
47970,1961-02-23,4797
47980,1957-01-14,4798
47990,1921-06-01,4799
48000,2016-08-02,4800
48010,1924-02-18,4801
48020,2013-01-18,4802
48030,1975-06-17,4803
48040,1974-07-01,4804
48050,2007-12-18,4805
48060,2010-07-01,4806
48070,1919-12-21,4807
48080,1999-11-03,4808
48090,1909-01-05,4809
48100,1981-07-06,4810
48110,2000-05-08,4811
48120,1970-07-30,4812
48130,2002-11-24,4813
48140,2009-01-22,4814
48150,1907-12-28,4815
48160,1972-04-18,4816
48170,1923-12-10,4817
48180,1947-03-15,4818
48190,1976-06-29,4819
48200,1983-07-01,4820
48210,1990-12-15,4821
48220,1921-05-20,4822
48230,2007-07-23,4823
48240,1918-12-01,4824
48250,1973-07-31,4825
48260,1999-05-23,4826
48270,1960-05-25,4827
48280,1976-05-15,4828
48290,1975-12-03,4829
48300,1955-08-29,4830
48310,1978-05-24,4831
48320,2001-11-17,4832
48330,1989-11-14,4833
48340,1955-10-29,4834
48350,1973-08-04,4835
48360,1916-07-19,4836
48370,1930-12-26,4837
48380,1930-04-22,4838
48390,2005-04-26,4839
48400,1975-02-09,4840
48410,1973-05-19,4841
48420,1957-03-08,4842
48430,2004-10-13,4843
48440,1964-06-27,4844
48450,1910-11-18,4845
48460,1976-12-07,4846
48470,1917-11-27,4847
48480,2010-04-26,4848
48490,1961-12-18,4849
48500,1995-01-06,4850
48510,1920-09-11,4851
48520,1912-12-01,4852
48530,2012-03-25,4853
48540,2017-12-27,4854
48550,2014-08-17,4855
48560,1906-10-29,4856
48570,2014-08-23,4857
48580,1975-09-09,4858
48590,1912-12-29,4859
48600,1950-12-11,4860
48610,1911-11-26,4861
48620,1940-08-03,4862
48630,1998-07-16,4863
48640,1919-11-29,4864
48650,1954-08-29,4865
48660,1940-11-26,4866
48670,1923-04-09,4867
48680,1981-05-17,4868
48690,1989-11-26,4869
48700,1973-03-09,4870
48710,1997-10-12,4871
48720,1987-07-07,4872
48730,1957-03-22,4873
48740,2004-02-25,4874
48750,1968-10-22,4875
48760,2003-08-08,4876
48770,1972-05-14,4877
48780,1947-12-16,4878
48790,1973-09-30,4879
48800,2003-05-24,4880
48810,1946-06-23,4881
48820,1966-08-12,4882
48830,1978-06-11,4883
48840,1906-09-23,4884
48850,1941-05-12,4885
48860,1934-07-10,4886
48870,1950-07-07,4887
48880,1970-11-12,4888
48890,1956-08-11,4889
48900,1940-02-19,4890
48910,1989-03-12,4891
48920,1906-09-05,4892
48930,1990-03-03,4893
48940,1921-02-22,4894
48950,2012-06-18,4895
48960,1931-06-25,4896
48970,1978-11-20,4897
48980,1987-01-15,4898
48990,1941-02-17,4899
49000,1992-11-10,4900
49010,1936-10-29,4901
49020,2007-11-07,4902
49030,1924-04-29,4903
49040,1933-12-31,4904
49050,1948-12-28,4905
49060,1927-01-22,4906
49070,1945-01-11,4907
49080,1994-01-21,4908
49090,1911-02-11,4909
49100,1941-03-23,4910
49110,1936-10-03,4911
49120,1933-03-28,4912
49130,1935-04-29,4913
49140,1996-06-08,4914
49150,1934-02-19,4915
49160,2019-03-12,4916
49170,1987-07-26,4917
49180,1990-11-06,4918
49190,1986-11-14,4919
49200,1952-09-16,4920
49210,1983-02-13,4921
49220,1935-10-19,4922
49230,2007-08-03,4923
49240,2000-10-16,4924
49250,1944-06-16,4925
49260,1948-01-20,4926
49270,2007-06-07,4927
49280,1989-02-27,4928
49290,1986-04-15,4929
49300,1952-12-23,4930
49310,1956-07-13,4931
49320,1947-06-17,4932
49330,1910-12-22,4933
49340,1976-11-19,4934
49350,1980-03-01,4935
49360,1979-03-09,4936
49370,1996-01-19,4937
49380,1976-08-25,4938
49390,1936-03-19,4939
49400,1948-11-07,4940
49410,1925-04-15,4941
49420,2007-09-05,4942
49430,1962-05-10,4943
49440,1913-01-10,4944
49450,2018-06-05,4945
49460,1996-12-14,4946
49470,1957-04-25,4947
49480,2014-10-01,4948
49490,2016-04-20,4949
49500,1921-01-31,4950
49510,2011-12-02,4951
49520,1932-03-17,4952
49530,1906-10-22,4953
49540,1984-10-05,4954
49550,2011-07-15,4955
49560,2017-05-12,4956
49570,1965-10-01,4957
49580,1985-10-02,4958
49590,1956-03-29,4959
49600,1914-07-26,4960
49610,1980-05-02,4961
49620,1953-06-06,4962
49630,1985-05-18,4963
49640,1926-09-28,4964
49650,2017-09-22,4965
49660,1941-04-22,4966
49670,1995-03-31,4967
49680,1985-01-13,4968
49690,1987-04-09,4969
49700,1986-12-07,4970
49710,1904-10-22,4971
49720,1942-02-27,4972
49730,1987-04-22,4973
49740,1949-12-09,4974
49750,1939-04-02,4975
49760,1940-01-20,4976
49770,1982-05-14,4977
49780,1947-07-09,4978
49790,1930-04-29,4979
49800,1904-08-31,4980
49810,1977-07-20,4981
49820,1997-11-16,4982
49830,2019-09-15,4983
49840,1972-04-25,4984
49850,1965-08-13,4985
49860,1904-08-15,4986
49870,1981-07-13,4987
49880,1909-11-10,4988
49890,1924-12-17,4989
