labname,size_student,size_staff,labdept
3912,46,47,Croatia
3913,71,12,Korea South
3914,98,13,Denmark
3915,9,1,Ecuador
3916,25,24,Ecuador
3917,44,40,Germany
3918,63,37,France
3919,86,33,Gabon
3920,59,11,Gambia
3921,11,50,Japan
3922,81,5,United Kingdom
3923,87,50,Cuba
3924,31,2,Japan
3925,97,30,Gambia
3926,59,5,China
3927,4,9,Georgia
3928,7,6,Denmark
3929,21,38,Colombia
3930,60,41,Italy
3931,56,46,United States
3932,59,24,United States
3933,48,5,Congo
3934,32,41,Czech
3935,35,11,Georgia
3936,78,28,Ecuador
3937,6,18,Albania
3938,25,32,Comoros
3939,70,20,Japan
3940,21,12,Korea South
3941,92,8,Antigua
3942,98,21,Argentina
3943,88,35,Angola
3944,91,31,Andorra
3945,99,16,Dominica
3946,15,31,Antigua
3947,5,11,Algeria
3948,63,49,Andorra
3949,32,42,Antigua
3950,46,6,East Timor
3951,10,8,Egypt
3952,4,23,Algeria
3953,32,45,Italy
3954,26,7,Albania
3955,55,19,Japan
3956,64,50,Cyprus
3957,86,13,East Timor
3958,81,30,Cyprus
3959,86,46,Republic
3960,71,2,Angola
3961,16,23,Japan
3962,3,12,Angola
3963,27,44,Ireland
3964,82,15,Dominica
3965,37,49,Ireland
3966,81,38,Ecuador
3967,42,43,Algeria
3968,18,39,Italy
3969,23,47,Afghanistan
3970,86,24,Argentina
3971,85,18,Japan
3972,61,7,Dominican Republic
3973,9,13,Germany
3974,7,32,Ireland
3975,5,5,Cyprus
3976,80,40,Dominican Republic
3977,83,30,Dominican Republic
3978,40,36,Czech
3979,42,9,Ecuador
3980,24,47,Egypt
3981,40,18,France
3982,28,29,Dominica
3983,46,20,Colombia
3984,8,44,Cuba
3985,9,29,China
3986,80,9,Denmark
3987,50,30,Czech
3988,11,2,Comoros
3989,43,25,United Kingdom
3990,95,13,United Kingdom
3991,23,5,Costa Rica
3992,65,42,Denmark
3993,31,22,Colombia
3994,67,33,Andorra
3995,27,17,Dominica
3996,8,29,France
3997,66,9,Republic
3998,84,27,Comoros
3999,19,31,Japan
4000,14,13,Ireland
4001,37,26,Georgia
4002,16,46,Colombia
4003,82,22,Italy
4004,42,4,Algeria
4005,71,19,Cyprus
4006,27,25,Gambia
4007,9,28,Ecuador
4008,97,28,Argentina
4009,63,41,Argentina
4010,24,20,Andorra
4011,21,41,Afghanistan
4012,21,35,Algeria
4013,70,35,Afghanistan
4014,77,2,Gabon
4015,25,18,Djibouti
4016,27,23,Gambia
4017,61,2,Algeria
4018,43,27,Andorra
4019,56,38,Republic
4020,50,19,Angola
4021,44,50,Cuba
4022,28,45,Gambia
4023,82,28,United Kingdom
4024,89,45,Algeria
4025,54,33,Italy
4026,47,30,Andorra
4027,85,6,Cuba
4028,70,30,Congo
4029,36,39,Ireland
4030,83,42,Comoros
4031,33,32,Antigua
4032,94,29,Algeria
4033,67,11,Italy
4034,81,17,France
4035,95,12,Afghanistan
4036,30,33,Korea South
4037,32,12,Antigua
4038,23,28,Andorra
4039,48,17,Argentina
4040,77,25,Djibouti
4041,30,34,Djibouti
4042,21,34,Antigua
4043,30,28,Georgia
4044,40,11,Cuba
4045,27,38,Georgia
4046,67,43,Angola
4047,14,30,Italy
4048,46,22,Egypt
4049,76,2,Croatia
4050,33,49,East Timor
4051,3,48,United Kingdom
4052,92,44,Cyprus
4053,63,35,Afghanistan
4054,23,24,United Kingdom
4055,14,4,Cyprus
4056,89,16,Egypt
4057,15,14,Korea South
4058,52,41,Japan
4059,34,31,Dominica
4060,26,45,Afghanistan
4061,88,39,Cuba
4062,47,12,East Timor
4063,89,31,Cuba
4064,87,33,Ireland
4065,94,45,Gambia
4066,45,38,Dominican Republic
4067,15,13,United Kingdom
4068,44,12,Albania
4069,95,46,Costa Rica
4070,44,25,Cuba
4071,13,48,Cyprus
4072,81,20,Argentina
4073,5,1,Antigua
4074,35,4,Dominican Republic
4075,62,43,Dominican Republic
4076,64,18,Cuba
4077,61,32,Argentina
4078,26,41,Colombia
4079,88,46,East Timor
4080,33,14,Gambia
4081,66,37,Czech
4082,7,18,Gabon
4083,19,18,Comoros
4084,73,9,United States
4085,35,5,Georgia
4086,97,4,Gabon
4087,12,19,Congo
4088,34,30,Gambia
4089,43,20,France
4090,2,42,Antigua
4091,61,17,Costa Rica
4092,43,44,Ireland
4093,1,50,Dominican Republic
4094,89,15,Gambia
4095,19,8,East Timor
4096,33,20,Dominican Republic
4097,37,43,Djibouti
4098,31,32,United States
4099,74,42,Korea South
4100,85,40,Cuba
4101,38,43,Gambia
4102,31,23,Egypt
4103,45,34,Gambia
4104,58,34,Czech
4105,19,11,Gabon
4106,90,16,Italy
4107,71,17,France
4108,62,12,Georgia
4109,88,30,Andorra
4110,73,47,United Kingdom
4111,98,38,Antigua
4112,83,35,East Timor
4113,57,44,Croatia
4114,17,17,Cyprus
4115,29,41,Congo
4116,6,36,Afghanistan
4117,41,42,Gabon
4118,29,25,Denmark
4119,3,39,East Timor
4120,17,29,Egypt
4121,39,8,France
4122,38,42,Czech
4123,68,21,Angola
4124,84,25,Congo
4125,80,6,Algeria
4126,2,46,Colombia
4127,93,13,Antigua
4128,15,19,Korea South
4129,92,15,Albania
4130,37,41,Djibouti
4131,70,39,Croatia
4132,37,27,Republic
4133,57,7,United Kingdom
4134,39,16,Ireland
4135,36,28,Japan
4136,75,23,United Kingdom
4137,10,46,Gabon
4138,68,43,Denmark
4139,82,45,Ecuador
4140,28,31,Albania
4141,66,17,Antigua
4142,16,2,Italy
4143,64,9,Gambia
4144,63,8,Ireland
4145,83,28,Cyprus
4146,53,8,Dominica
4147,72,42,Cyprus
4148,95,24,Ireland
4149,30,1,Denmark
4150,50,46,France
4151,27,3,Gambia
4152,25,25,Ireland
4153,95,46,Egypt
4154,39,16,Denmark
4155,90,37,Japan
4156,44,13,Italy
4157,42,47,Republic
4158,45,8,Congo
4159,68,13,Cuba
4160,28,25,Denmark
4161,10,17,Egypt
4162,1,15,Ireland
4163,98,40,Angola
4164,36,28,Ireland
4165,35,42,Congo
4166,50,20,Croatia
4167,77,26,Angola
4168,84,11,Denmark
4169,78,28,Antigua
4170,9,24,Croatia
4171,32,31,Andorra
4172,16,26,Algeria
4173,25,19,East Timor
4174,41,21,United States
4175,15,41,China
4176,69,29,Japan
4177,47,47,Argentina
4178,100,30,Czech
4179,5,38,Germany
4180,17,34,Cyprus
4181,4,44,Gabon
4182,88,10,Congo
4183,72,13,Cuba
4184,77,5,Czech
4185,71,36,Djibouti
4186,20,7,Colombia
4187,2,40,Egypt
4188,33,43,Cuba
4189,10,10,Denmark
4190,90,14,Italy
4191,59,28,United States
4192,22,37,Dominica
4193,15,20,Albania
4194,26,28,Cyprus
4195,36,16,Korea South
4196,40,5,Cyprus
4197,72,27,Italy
4198,92,39,United Kingdom
4199,30,14,Antigua
4200,91,28,Congo
4201,44,41,Croatia
4202,13,44,Costa Rica
4203,42,13,United Kingdom
4204,25,1,United States
4205,76,16,France
4206,14,46,Antigua
4207,18,16,Andorra
4208,75,45,Albania
4209,11,48,Gabon
4210,95,9,Denmark
4211,83,35,Republic
4212,87,42,Germany
4213,56,25,Egypt
4214,66,49,Croatia
4215,65,22,Comoros
4216,36,27,Djibouti
4217,56,18,Algeria
4218,76,36,Italy
4219,68,8,Republic
4220,1,16,United States
4221,21,23,Algeria
4222,49,39,Colombia
4223,1,45,Ireland
4224,61,49,United Kingdom
4225,31,43,Albania
4226,7,30,Czech
4227,30,14,United States
4228,10,20,Congo
4229,68,20,Angola
4230,100,27,France
4231,12,22,Cuba
4232,44,49,Albania
4233,49,12,Gabon
4234,42,22,Georgia
4235,3,6,Djibouti
4236,90,16,Andorra
4237,50,25,Denmark
4238,15,43,Argentina
4239,80,35,Dominica
4240,25,46,United States
4241,96,43,Algeria
4242,14,40,Dominica
4243,92,50,Japan
4244,19,42,Egypt
4245,11,2,Afghanistan
4246,43,48,Argentina
4247,74,8,Cyprus
4248,72,2,Andorra
4249,16,31,Ecuador
4250,58,50,Comoros
4251,37,45,Denmark
4252,38,27,Albania
4253,95,33,Congo
4254,29,26,Japan
4255,3,8,Congo
4256,55,23,Dominican Republic
4257,59,41,United Kingdom
4258,41,49,Egypt
4259,3,5,United Kingdom
4260,98,47,Djibouti
4261,62,37,United Kingdom
4262,15,18,Germany
4263,39,32,France
4264,81,30,Angola
4265,17,3,Afghanistan
4266,59,24,Croatia
4267,84,35,Ireland
4268,86,22,Argentina
4269,100,50,Ecuador
4270,82,27,Gambia
4271,89,48,East Timor
4272,18,32,Comoros
4273,12,10,France
4274,57,30,Japan
4275,29,8,Djibouti
4276,21,21,Georgia
4277,9,49,Italy
4278,66,38,Algeria
4279,61,38,Comoros
4280,2,4,Angola
4281,94,8,Republic
4282,97,10,Georgia
4283,2,15,Algeria
4284,22,36,Dominica
4285,78,42,Antigua
4286,22,1,Cyprus
4287,86,50,Dominica
4288,60,30,Korea South
4289,81,1,China
4290,74,9,Congo
4291,70,48,Comoros
4292,39,22,Germany
4293,36,14,Dominica
4294,53,36,Egypt
4295,53,27,Argentina
4296,30,47,Cuba
4297,1,27,Gambia
4298,60,49,Cuba
4299,92,15,Colombia
4300,75,3,Argentina
4301,52,23,Cuba
4302,37,37,China
4303,92,16,Algeria
4304,25,14,France
4305,46,50,Albania
4306,17,16,Cyprus
4307,90,46,Colombia
4308,97,47,Republic
4309,39,39,Costa Rica
4310,66,15,Germany
4311,5,8,Argentina
4312,55,14,Andorra
4313,7,30,Cyprus
4314,60,6,Andorra
4315,37,38,United Kingdom
4316,25,4,East Timor
4317,60,28,Ireland
4318,53,23,Afghanistan
4319,96,39,United Kingdom
4320,92,49,Cuba
4321,67,46,East Timor
4322,64,32,Cyprus
4323,50,48,Afghanistan
4324,70,11,Czech
4325,15,24,Dominica
4326,93,40,Costa Rica
4327,5,18,East Timor
4328,8,15,Dominican Republic
4329,35,28,Djibouti
4330,77,2,China
4331,94,2,Cuba
4332,78,17,Albania
4333,80,16,Dominican Republic
4334,97,13,East Timor
4335,38,22,Costa Rica
4336,46,7,Djibouti
4337,7,26,Germany
4338,21,49,Congo
4339,28,38,Colombia
4340,20,38,Croatia
4341,76,26,Albania
4342,8,36,Korea South
4343,31,21,Gabon
4344,46,25,Georgia
4345,98,50,East Timor
4346,60,12,Congo
4347,19,6,Georgia
4348,9,6,Congo
4349,39,34,Costa Rica
4350,18,5,Antigua
4351,54,37,Denmark
4352,32,37,Angola
4353,94,45,Afghanistan
4354,63,42,Italy
4355,65,46,Angola
4356,82,28,Cuba
4357,41,38,Andorra
4358,46,19,Congo
4359,35,28,Afghanistan
4360,25,1,Republic
4361,35,41,Albania
4362,1,12,Germany
4363,1,31,Angola
4364,13,33,Algeria
4365,40,50,United Kingdom
4366,35,15,Gabon
4367,91,22,East Timor
4368,58,39,Albania
4369,59,24,Argentina
4370,19,15,United States
4371,58,46,Germany
4372,68,42,Angola
4373,86,46,United Kingdom
4374,64,12,Algeria
4375,18,30,Dominica
4376,28,14,Gambia
4377,51,22,East Timor
4378,77,19,Colombia
4379,42,35,Italy
4380,64,6,Algeria
4381,14,12,Cyprus
4382,55,29,Denmark
4383,60,42,Comoros
4384,9,19,Afghanistan
4385,37,24,Germany
4386,99,16,Gabon
4387,100,9,Costa Rica
4388,38,33,Georgia
4389,51,41,Georgia
4390,45,44,Ecuador
4391,62,34,Cyprus
4392,21,32,Japan
4393,64,23,Czech
4394,67,31,Congo
4395,84,28,France
4396,34,16,Italy
4397,98,25,Ecuador
4398,99,48,Cuba
4399,98,19,Cuba
4400,15,8,Congo
4401,3,28,Korea South
4402,78,30,Cuba
4403,64,6,Republic
4404,84,18,Gambia
4405,39,10,France
4406,32,47,Afghanistan
4407,62,22,Dominican Republic
4408,65,25,Algeria
4409,12,30,Cyprus
4410,74,29,Ireland
4411,54,24,Costa Rica
4412,74,17,Cuba
4413,92,23,Gambia
4414,18,45,Antigua
4415,89,15,Albania
4416,93,46,Ireland
4417,27,33,Cuba
4418,49,14,Andorra
4419,64,39,Denmark
4420,26,31,Albania
4421,5,20,Argentina
4422,96,21,Costa Rica
4423,79,33,France
4424,11,4,Egypt
4425,11,40,Djibouti
4426,76,14,France
4427,41,49,Cuba
4428,74,22,Albania
4429,27,17,Djibouti
4430,16,36,Germany
4431,45,37,Afghanistan
4432,4,31,United States
4433,89,40,Albania
4434,100,12,United States
4435,12,13,Antigua
4436,97,32,Colombia
4437,9,21,Dominican Republic
4438,50,27,Czech
4439,47,30,Djibouti
4440,86,13,France
4441,9,13,France
4442,49,2,Gambia
4443,6,1,Andorra
4444,75,18,Angola
4445,86,29,Cuba
4446,78,19,United Kingdom
4447,50,44,Gambia
4448,8,41,Angola
4449,9,7,Republic
4450,15,28,Cuba
4451,96,15,Gabon
4452,11,3,Albania
4453,16,28,Albania
4454,35,2,Georgia
4455,62,38,Japan
4456,48,13,Egypt
4457,78,49,Korea South
4458,62,36,Dominica
4459,89,34,Albania
4460,38,8,Albania
4461,33,50,Andorra
4462,41,4,Egypt
4463,23,45,Colombia
4464,46,24,Argentina
4465,78,48,Cuba
4466,42,25,Denmark
4467,23,30,Japan
4468,69,24,Dominica
4469,21,41,Korea South
4470,7,4,Argentina
4471,60,37,Djibouti
4472,65,49,Albania
4473,86,33,Denmark
4474,26,20,Antigua
4475,100,23,Colombia
4476,27,30,East Timor
4477,18,50,Argentina
4478,75,17,Georgia
4479,14,28,China
4480,48,16,Denmark
4481,86,28,Czech
4482,75,40,Angola
4483,42,41,Republic
4484,59,19,Comoros
4485,18,8,Argentina
4486,33,19,Italy
4487,57,43,China
4488,15,43,Dominica
4489,73,13,Andorra
4490,23,10,United States
4491,2,7,United Kingdom
4492,36,22,Republic
4493,93,28,Argentina
4494,63,43,United States
4495,25,30,Republic
4496,69,12,United Kingdom
4497,95,13,Denmark
4498,73,8,East Timor
4499,27,34,Angola
4500,95,11,Angola
4501,21,28,Antigua
4502,42,9,United Kingdom
4503,33,45,Colombia
4504,88,10,Germany
4505,77,34,France
4506,45,22,Argentina
4507,23,41,Gambia
4508,78,44,Colombia
4509,43,8,Republic
4510,54,49,Algeria
4511,68,31,Djibouti
4512,61,43,Colombia
4513,20,35,Congo
4514,7,45,Denmark
4515,15,34,United Kingdom
4516,58,44,Dominican Republic
4517,8,13,Antigua
4518,24,37,Dominican Republic
4519,89,40,Djibouti
4520,90,42,Djibouti
4521,58,46,Italy
4522,68,7,Croatia
4523,53,29,Gabon
4524,37,29,France
4525,29,17,Dominica
4526,89,23,East Timor
4527,68,2,Andorra
4528,3,20,Angola
4529,89,6,United Kingdom
4530,24,2,Italy
4531,74,22,Congo
4532,98,42,China
4533,42,47,Egypt
4534,64,7,Colombia
4535,6,43,Cyprus
4536,59,7,China
4537,32,30,Dominica
4538,45,37,Czech
4539,9,7,Algeria
4540,39,22,Korea South
4541,88,26,Republic
4542,41,20,Korea South
4543,88,6,Czech
4544,58,35,Ecuador
4545,79,41,Costa Rica
4546,100,49,Cyprus
4547,76,30,Italy
4548,26,18,Antigua
4549,51,15,Japan
4550,87,1,Dominican Republic
4551,3,4,Djibouti
4552,73,7,Argentina
4553,37,13,Korea South
4554,68,1,Argentina
4555,41,24,East Timor
4556,56,28,United States
4557,74,13,Djibouti
4558,11,46,Cuba
4559,56,49,Ecuador
4560,3,4,Costa Rica
4561,19,26,Cuba
4562,64,48,Afghanistan
4563,78,22,Dominican Republic
4564,23,44,Egypt
4565,58,16,Egypt
4566,92,31,Georgia
4567,49,48,Gabon
4568,96,3,United Kingdom
4569,2,6,Angola
4570,37,33,Egypt
4571,49,2,Cuba
4572,94,8,Djibouti
4573,25,26,Korea South
4574,63,47,Gambia
4575,80,2,Italy
4576,47,13,Argentina
4577,89,6,United Kingdom
4578,46,48,Cyprus
4579,69,2,Dominican Republic
4580,34,37,Germany
4581,55,19,Gambia
4582,79,6,Dominica
4583,58,2,Korea South
4584,71,17,Croatia
4585,32,28,Gambia
4586,35,45,Croatia
4587,40,50,Algeria
4588,46,1,Dominican Republic
4589,100,21,Korea South
4590,100,43,Andorra
4591,50,20,Congo
4592,38,25,Costa Rica
4593,14,16,Cuba
4594,26,44,Congo
4595,67,42,Cyprus
4596,11,29,Korea South
4597,78,45,China
4598,17,10,United Kingdom
4599,50,2,Cyprus
4600,14,50,Djibouti
4601,53,33,Ireland
4602,100,17,Colombia
4603,13,13,Antigua
4604,22,17,Angola
4605,70,20,Gambia
4606,21,38,Croatia
4607,36,29,Dominica
4608,99,44,Antigua
4609,27,38,Afghanistan
4610,32,45,Angola
4611,22,22,United States
4612,67,50,Czech
4613,18,44,Denmark
4614,6,21,Dominica
4615,25,7,Andorra
4616,58,11,East Timor
4617,80,36,Croatia
4618,83,18,Angola
4619,43,22,France
4620,57,17,Argentina
4621,69,32,United States
4622,3,1,Gambia
4623,7,29,Colombia
4624,75,10,Djibouti
4625,14,32,East Timor
4626,95,40,Andorra
4627,46,10,United Kingdom
4628,31,41,Georgia
4629,83,28,China
4630,21,24,Afghanistan
4631,54,45,Italy
4632,47,35,Costa Rica
4633,56,10,Dominica
4634,32,43,Czech
4635,83,2,Germany
4636,5,27,Andorra
4637,43,44,Republic
4638,70,18,Congo
4639,60,45,Korea South
4640,99,40,Dominica
4641,6,30,United Kingdom
4642,2,17,Korea South
4643,34,42,Algeria
4644,54,45,Cyprus
4645,1,28,Georgia
4646,74,46,Korea South
4647,48,26,Gabon
4648,9,31,Albania
4649,13,20,Gambia
4650,90,8,Algeria
4651,15,15,Gambia
4652,34,27,Cyprus
4653,7,25,United States
4654,60,43,China
4655,47,22,Angola
4656,98,42,United States
4657,34,24,Japan
4658,74,9,Ireland
4659,70,6,Antigua
4660,52,41,Denmark
4661,77,49,Andorra
4662,18,49,Egypt
4663,74,33,Ireland
4664,42,1,Georgia
4665,34,2,Cuba
4666,17,14,Angola
4667,19,29,Czech
4668,16,43,Albania
4669,94,32,Argentina
4670,98,42,Gabon
4671,80,1,Antigua
4672,71,2,Republic
4673,10,14,Ecuador
4674,88,24,United States
4675,64,40,Antigua
4676,49,27,Comoros
4677,1,12,Germany
4678,57,47,France
4679,15,40,Algeria
4680,8,50,Comoros
4681,74,22,Egypt
4682,67,7,Croatia
4683,15,12,East Timor
4684,31,17,Albania
4685,36,17,Dominica
4686,43,40,Italy
4687,74,26,Antigua
4688,62,37,Dominica
4689,37,26,Georgia
4690,78,2,Colombia
4691,57,21,Djibouti
4692,76,14,Angola
4693,70,43,Colombia
4694,17,7,France
4695,70,41,Ecuador
4696,10,41,Egypt
4697,92,49,Albania
4698,61,40,Italy
4699,38,29,Djibouti
4700,43,28,France
4701,82,33,Korea South
4702,87,45,China
4703,32,36,Colombia
4704,69,50,Antigua
4705,44,32,Angola
4706,74,12,Colombia
4707,74,48,Antigua
4708,92,3,Afghanistan
4709,6,23,Comoros
4710,96,22,Croatia
4711,45,44,Comoros
4712,89,21,Ireland
4713,53,14,Comoros
4714,31,35,Congo
4715,21,21,Italy
4716,29,40,Dominica
4717,47,48,Italy
4718,55,9,United Kingdom
4719,61,12,Argentina
4720,60,48,Germany
4721,58,43,Colombia
4722,47,50,Italy
4723,20,29,East Timor
4724,54,4,France
4725,27,49,Denmark
4726,11,22,Dominica
4727,27,3,Japan
4728,17,48,Ireland
4729,63,11,Ecuador
4730,40,38,Gambia
4731,64,34,Ireland
4732,14,8,Japan
4733,99,50,Colombia
4734,77,9,United States
4735,99,23,Ireland
4736,41,6,Costa Rica
4737,81,8,Egypt
4738,32,24,Djibouti
4739,3,16,Republic
4740,46,27,Croatia
4741,5,25,Germany
4742,14,47,Czech
4743,7,2,Cyprus
4744,43,21,China
4745,78,16,France
4746,5,47,Italy
4747,55,33,East Timor
4748,64,28,Angola
4749,20,19,Croatia
4750,96,10,Angola
4751,14,14,Republic
4752,22,30,Djibouti
4753,78,24,Denmark
4754,15,17,Italy
4755,43,21,Gabon
4756,61,21,Angola
4757,41,7,East Timor
4758,26,43,East Timor
4759,92,30,Djibouti
4760,68,31,Czech
4761,37,7,Ecuador
4762,79,33,Comoros
4763,29,50,Republic
4764,66,25,Gambia
4765,100,22,Egypt
4766,35,5,France
4767,43,26,Djibouti
4768,30,31,Ecuador
4769,70,22,Republic
4770,58,7,Czech
4771,63,25,Comoros
4772,73,3,Egypt
4773,40,32,Albania
4774,10,5,China
4775,5,13,Dominica
4776,64,6,Comoros
4777,48,30,Ecuador
4778,79,42,Japan
4779,57,27,Cuba
4780,89,10,Algeria
4781,13,18,Dominican Republic
4782,86,27,Albania
4783,92,44,Ireland
4784,6,32,United States
4785,44,37,Ireland
4786,96,48,Antigua
4787,22,10,Ecuador
4788,4,25,Gabon
4789,83,27,Costa Rica
4790,88,9,Andorra
4791,66,24,Gambia
4792,66,33,Antigua
4793,67,15,Afghanistan
4794,1,41,China
4795,2,42,Georgia
4796,57,37,France
4797,78,42,Korea South
4798,59,13,Ecuador
4799,44,45,Colombia
4800,60,27,Germany
4801,33,26,Dominican Republic
4802,45,8,Czech
4803,72,49,Algeria
4804,65,49,Denmark
4805,51,13,Costa Rica
4806,49,6,Cuba
4807,44,34,East Timor
4808,2,11,Czech
4809,66,5,Denmark
4810,59,14,Gambia
4811,93,46,Ireland
4812,80,2,Algeria
4813,97,1,Cuba
4814,57,29,Gambia
4815,87,38,Czech
4816,8,28,Ecuador
4817,2,13,Argentina
4818,41,17,Georgia
4819,10,35,Egypt
4820,8,38,France
4821,44,44,Angola
4822,7,33,Dominican Republic
4823,71,2,Djibouti
4824,70,5,Djibouti
4825,36,13,Cuba
4826,7,16,Costa Rica
4827,94,25,Djibouti
4828,26,17,Colombia
4829,4,38,Albania
4830,56,39,East Timor
4831,10,14,Ireland
4832,64,31,China
4833,44,14,East Timor
4834,24,3,Algeria
4835,64,8,Japan
4836,22,36,Gambia
4837,54,1,Italy
4838,13,10,Albania
4839,34,19,Republic
4840,29,11,Costa Rica
4841,16,23,Algeria
4842,89,46,United Kingdom
4843,45,1,Cuba
4844,32,6,Costa Rica
4845,15,39,Congo
4846,97,38,Georgia
4847,24,10,Afghanistan
4848,33,31,Republic
4849,67,15,Gambia
4850,67,27,Gambia
4851,78,27,East Timor
4852,25,40,Republic
4853,12,49,Argentina
4854,38,6,Comoros
4855,22,38,Korea South
4856,7,1,Argentina
4857,19,25,Ecuador
4858,56,7,Republic
4859,75,18,Ecuador
4860,6,26,Croatia
4861,61,47,Djibouti
4862,44,23,Denmark
4863,9,2,Dominican Republic
4864,21,32,Republic
4865,63,40,Republic
4866,18,4,Cuba
4867,57,34,Antigua
4868,19,35,Argentina
4869,70,3,Croatia
4870,79,12,Egypt
4871,28,38,Djibouti
4872,21,44,Georgia
4873,57,29,Republic
4874,84,41,Algeria
4875,20,9,Czech
4876,72,33,Andorra
4877,32,50,Egypt
4878,79,42,Ecuador
4879,98,20,Japan
4880,66,12,China
4881,32,21,Djibouti
4882,66,26,Georgia
4883,65,5,Andorra
4884,89,28,Djibouti
4885,85,11,United States
4886,49,10,Argentina
4887,85,21,Georgia
4888,61,23,Comoros
4889,95,38,Angola
4890,68,3,Djibouti
4891,65,49,Congo
4892,4,8,Germany
4893,47,28,Ecuador
4894,24,7,China
4895,45,2,Albania
4896,98,42,Gabon
4897,63,35,Dominican Republic
4898,60,5,United Kingdom
4899,56,32,East Timor
4900,94,26,United States
4901,65,45,Algeria
4902,58,26,Comoros
4903,79,34,Argentina
4904,13,12,Albania
4905,78,30,Algeria
4906,30,5,Japan
4907,91,36,Republic
4908,42,24,Cyprus
4909,73,43,Congo
4910,29,4,Denmark
4911,28,43,Gabon
4912,42,19,Ecuador
4913,85,28,Georgia
4914,44,24,Colombia
4915,87,1,Republic
4916,82,21,Gabon
4917,92,45,Afghanistan
4918,92,16,Japan
4919,27,16,Denmark
4920,32,17,Republic
4921,46,10,Gambia
4922,74,22,Dominica
4923,100,20,Comoros
4924,88,15,Albania
4925,59,40,France
4926,38,32,Colombia
4927,58,47,Germany
4928,16,11,Djibouti
4929,94,49,Republic
4930,38,10,Congo
4931,99,41,Albania
4932,23,40,Czech
4933,53,8,Andorra
4934,63,46,Angola
4935,93,30,Argentina
4936,75,47,Gambia
4937,92,39,China
4938,52,26,Afghanistan
4939,88,31,United States
4940,14,31,Ireland
4941,32,30,East Timor
4942,23,27,Algeria
4943,90,15,Gambia
4944,21,6,Dominica
