scolname,location_country,location_state,location_city,scale_students,scale_faculty
Mary Clark,Cuba,base,sign,9529,2429
Grant Bolton,Cuba,cost,hundred,415,2843
Holly Wolfe,East Timor,Mr,manager,2227,433
Matthew Paul,Dominican Republic,music,one,6610,3158
Heather Young,France,without,like,8191,2891
Christina Phillips,Afghanistan,concern,although,6012,1720
Dennis Jackson,Dominican Republic,bill,kind,3175,1258
Collin Aguirre,Croatia,bag,reality,3277,1680
Sean Hawkins MD,Algeria,always,contain,3090,808
Randall Conrad,Colombia,have,on,8514,238
Jennifer Richards,Angola,card,bank,9406,4273
William Hawkins,Colombia,new,fly,8058,1894
Jessica Martinez,Cyprus,smile,choose,8603,2822
Sierra Scott,Colombia,late,director,6389,2937
Virginia Burch,Ireland,realize,result,3056,1520
Linda Pena,Dominica,should,example,484,3253
Ethan Pruitt,France,member,season,7524,4342
Paige Hinton,Italy,general,concern,3738,2083
Wanda Raymond,Cuba,month,sign,9287,542
Brian Murphy,Argentina,material,my,7448,3484
Thomas Kennedy,Costa Rica,here,about,5010,4307
Melissa Ford,Congo,agent,major,1162,4631
Hailey Chavez,Ireland,for,marriage,6688,3183
Anthony Griffin,Japan,down,yeah,7649,556
Marc Garcia,Republic,charge,people,5561,2634
Robert Hall,Comoros,population,ok,5403,1041
Catherine Austin,Georgia,wrong,life,166,3178
Diana Welch,Ireland,information,man,4224,4733
Danielle Robbins,Croatia,face,political,1024,3968
Alex Yang,Dominican Republic,wait,minute,8011,3616
Jennifer Ruiz,Cyprus,front,nearly,5699,1681
Shane Cooper,Croatia,edge,bank,6970,3745
Jacob Chang,Germany,feel,government,2191,2404
Edward Flores,Korea South,stand,concern,7374,1703
Jennifer Crawford,Andorra,price,where,138,3875
Kevin Elliott,Colombia,never,expert,1923,435
Anthony Wood,Egypt,whom,step,5299,4655
Jose Hall,Gabon,write,consumer,6883,2577
Joe Logan,Dominica,talk,cup,2102,2690
Lisa Castaneda,Egypt,dream,down,9066,2997
Jonathan Gonzalez,Antigua,one,nice,4747,1168
Paul Elliott,Ireland,hold,rate,4793,3664
David Blake DDS,China,white,computer,858,54
Mr. Steven Orr,Afghanistan,finish,paper,2027,2117
Victor Rivera,Italy,happen,wind,3997,3219
Terry Fox,Afghanistan,success,miss,9279,1551
Victor Mckay,Djibouti,technology,kid,2636,2772
Janice Larson,Albania,kitchen,majority,9820,4753
Martha Johnson,Japan,to,they,3366,2984
Lydia Miller,Egypt,set,issue,6004,73
Karen West,France,pull,unit,2755,1554
Matthew Gaines,Dominica,determine,like,3620,582
Keith Brown,Ireland,myself,where,453,4610
Ronald Watts DVM,Gabon,any,whether,4922,2289
Lisa Cobb,Ireland,imagine,change,9748,4958
Anthony Schwartz,Cyprus,man,speak,379,4969
Joshua Wilkerson,Costa Rica,guess,well,2977,4131
Katelyn Zimmerman,Croatia,individual,treat,1449,3164
Matthew Andrews,Gambia,seem,fly,9375,4891
Shannon Anderson,Croatia,series,nothing,9983,4826
Amber Jackson,Albania,money,season,2387,835
Juan Miller,Gambia,possible,person,9350,4693
Timothy Giles,Algeria,language,second,401,3116
Colleen Jones,Japan,book,debate,3157,1776
Jennifer Harris,Cyprus,support,thus,9755,4701
Mrs. Colleen Cochran,East Timor,she,strong,8350,1773
David Castillo,Gambia,your,investment,5224,788
Matthew Smith,Denmark,specific,also,8025,2166
Kimberly Moran,Italy,brother,true,7700,1131
Nicholas Davila,Costa Rica,feel,simply,7817,1919
Anthony Brown,Japan,center,right,6723,3871
Nathan Middleton,Argentina,ago,travel,8053,3402
Lori Torres,Costa Rica,in,account,9541,1359
Johnathan Aguirre,Egypt,PM,color,5389,4031
David Robertson,Argentina,quite,mention,1578,2750
Debra Harris,Gambia,money,plan,7998,2543
Christopher Odonnell Jr.,Djibouti,any,style,7752,3928
Veronica Nixon,Ireland,region,story,4938,445
Kyle Lewis,Andorra,line,even,1281,4705
Julie Daniel,Albania,simple,possible,2896,1440
Alexander Foster,Afghanistan,two,security,4588,1102
Amy Oneal,Argentina,member,bank,2521,2160
Samantha House,Denmark,toward,offer,9534,4732
Mary Walters,Egypt,thus,job,1030,3317
Cynthia Berry,Cyprus,arrive,land,207,2703
Russell Bryant,United Kingdom,blue,city,564,865
Brian Harrison,United States,agent,see,6927,1333
Jill Hernandez,Congo,receive,story,3430,1609
Tanner Huber,Algeria,group,imagine,9412,138
Elizabeth Wu,Cyprus,throw,step,8113,1180
Christopher Quinn,Algeria,ready,race,7307,163
Chelsea Martin,Angola,clearly,same,9532,3201
Lisa Collins,Korea South,day,recently,4190,473
Jamie English,Gabon,school,school,6776,4601
Mrs. Sherri Smith,France,respond,note,8630,862
Crystal Farrell,China,table,weight,6990,1319
Carl Kent,Costa Rica,seven,out,3434,995
Kim Avila,Comoros,likely,hard,9397,4540
Miss Cheryl Brooks,Germany,thing,force,5144,1262
Jose Robbins,Egypt,main,majority,8068,2798
Jacob Carter,United Kingdom,decade,letter,1963,2277
Anne Turner,Algeria,fire,up,4630,3282
Melinda Reed,Republic,listen,week,2415,607
Ryan Sexton,France,end,place,8554,936
Kevin Sanchez,Georgia,PM,main,179,4890
Jerry Lam,Italy,end,reason,2079,4278
Elizabeth Ferrell,Argentina,challenge,happen,3058,4394
Phillip Kaufman,Egypt,seek,surface,5551,3979
Danielle Cline,Colombia,her,site,9628,2340
Michael Andrews,Congo,modern,respond,587,2961
Janice Garcia,Andorra,girl,show,1235,3846
Jessica Smith,Croatia,week,budget,5479,4789
Mr. Michael Williams DDS,Cuba,kind,affect,1247,2031
Gary Gates,United Kingdom,in,training,8277,1333
Erin Frederick,Djibouti,current,enter,990,3801
Christina Acevedo,Andorra,tell,less,9612,2292
Mary Lopez,Albania,lot,crime,8647,88
Christine Davis,Cuba,may,policy,4260,2075
Victoria Hinton,Colombia,song,then,5902,23
Samantha Pratt,Cyprus,hope,upon,5120,974
Madison Ruiz,Angola,somebody,know,4257,3129
Scott Martin,Albania,face,will,1211,2236
Michelle Wyatt,Antigua,century,line,8892,2052
Michael Collins,Algeria,main,air,4137,3841
Ashley Jones,Djibouti,data,parent,5229,4849
Shelby Martin,Germany,give,mention,9896,1262
Anthony Taylor,Egypt,player,information,7075,4425
Danny Johnson,Croatia,treatment,decide,3225,1409
Joshua Perez,United Kingdom,message,rock,2479,1097
Anne Young,Gambia,particularly,include,4335,3464
Stanley White,Denmark,the,want,5960,3215
Michael Woods,Republic,likely,operation,8894,422
Rachel Warren,Dominican Republic,even,already,9728,4624
Katherine Mcbride,United States,our,apply,2671,2411
John Pierce,China,case,by,4119,2084
Anita Mason,Czech,her,feeling,706,2107
Andrew Harding,Comoros,talk,thousand,6683,210
Brad Klein,Egypt,enough,end,2135,1218
Zachary Stein,Korea South,fine,story,572,3064
Todd Conner,China,seven,beautiful,9652,3390
Michael Shelton,Ecuador,exactly,voice,773,4170
Anthony Anderson,United Kingdom,until,democratic,3684,393
Allison Hall,Ecuador,better,full,8699,3712
Ashley Sherman,Angola,after,floor,6521,3493
Mark Robinson,United Kingdom,do,successful,7063,4438
Sheila Pratt,Gabon,itself,help,6244,2033
Timothy Romero,France,mother,issue,219,389
Jennifer Cox,Germany,bag,anyone,18,3187
Amy Martinez,East Timor,couple,how,5880,1909
Joseph Wilson,Antigua,technology,form,1872,376
Connie Brennan,Germany,drive,individual,834,4864
Richard Clark,Gambia,where,say,6726,359
Jamie Leon,Afghanistan,church,opportunity,3022,4533
Anne Dunlap,Djibouti,money,name,5110,2296
Kyle Beasley,Afghanistan,debate,from,5117,4750
Maria Garcia,Korea South,sit,task,3534,943
Mark Chandler,Gabon,hotel,forget,7646,1343
Mary Lee,Algeria,company,position,1864,2456
Melissa Robertson,East Timor,they,cover,4738,508
Victoria Smith,Cuba,student,population,3661,4523
Ronnie Munoz,Denmark,end,they,3881,125
Carmen Turner,Cuba,law,modern,9139,3177
James Jordan,Afghanistan,citizen,movement,4080,30
Susan Richardson,Korea South,order,energy,3270,2826
Jennifer Harris,Algeria,base,together,3325,4373
Brandon Velez,Congo,toward,office,2387,2785
Jonathan Velazquez,Czech,east,per,9904,3296
Sarah Lambert PhD,Denmark,something,thousand,3193,2856
Christopher Rodriguez,United Kingdom,walk,investment,6972,4414
Ashley Clark,Costa Rica,score,about,7477,742
Connie Atkinson,Egypt,they,local,4114,3673
Andrew Eaton,Albania,turn,sister,9861,1213
Christopher Ray,Dominica,company,people,2967,2973
Joseph Houston,Djibouti,service,street,1798,1839
Todd Ortiz,Gambia,still,up,2820,3677
Jennifer Howard,United States,outside,term,7745,755
Joshua Wilson,Korea South,evidence,east,5944,1709
Kristen Warren,Czech,practice,food,5299,4021
Jennifer Dean,Cyprus,end,Republican,2391,4708
Jared Fisher,United Kingdom,beautiful,sell,3601,506
Andrea Morris,Ecuador,air,hour,8716,2035
Megan Gibson,Djibouti,Mrs,language,4738,2305
Tommy Mendoza,Colombia,young,what,1501,2248
Bryan Howard,Republic,direction,current,117,2273
Erin Maxwell,China,trip,east,913,2318
Ashley Moran,United States,election,suddenly,1384,3394
Sarah Barnes,Comoros,might,behind,3544,1698
Rachel Freeman,China,happy,agency,7054,1891
Jennifer Smith,Andorra,second,east,1252,1780
Amber Baker,Dominican Republic,wear,despite,3409,1008
Bonnie Owen,Korea South,system,experience,6321,1092
Mary Arnold,Comoros,assume,authority,7026,2311
Jacob Koch,Ireland,risk,hour,6142,3223
James Bennett,China,guy,save,4830,2605
Erica Brown,Gabon,mind,church,7928,4120
Gregory Lamb,Korea South,treatment,prepare,7232,4267
Kimberly Hamilton,Cuba,indeed,chair,4397,3949
Danielle Fuller,Cuba,another,stand,8420,1237
Stephanie Banks,Republic,value,ready,6204,779
Deanna Bond,Croatia,economic,remain,8563,3220
Kerri Powell,Angola,age,market,9264,1037
Carolyn Hill,Comoros,guy,sit,1962,2541
Tracy Rodriguez,Andorra,surface,when,7673,2877
Gary Gutierrez,Germany,serious,program,8218,2075
Andrew Bryant,Djibouti,serious,week,6529,4541
Sharon Berg,Italy,he,source,5489,61
Denise Harris,Japan,education,strategy,2232,4620
Dr. Tyler Gonzales,Cyprus,several,about,3971,401
Jasmine Brown,Czech,improve,share,7377,3612
Mrs. Catherine Ramos,United States,read,part,7344,3201
Hunter Miles,China,opportunity,dinner,2499,3244
Jennifer Mcfarland,Korea South,letter,list,4208,4365
Kimberly Smith,Croatia,ball,reduce,1098,3799
Michele Marquez,Colombia,sure,property,2401,318
Herbert Moon,Korea South,professional,bill,5904,3221
Christine Glenn,United Kingdom,nearly,collection,6856,1577
James Richmond,Ecuador,herself,tax,3018,1227
Diana Calderon,Germany,the,foreign,8285,18
Thomas Jackson,Cuba,around,show,5985,3743
Martin Bernard,Angola,time,class,4781,2174
Laurie Garcia,Cuba,discuss,doctor,7623,1306
Ronald Smith,Djibouti,cause,task,8525,1893
Randall Morris,Gambia,conference,beautiful,1345,376
Gary Shepard,Costa Rica,agree,character,3843,3364
Robin Lowery,East Timor,already,people,5031,3165
Jodi Martin,Denmark,form,amount,3884,784
Michael Case,Gambia,bag,admit,650,3289
Jesus Roach,Germany,some,act,4169,4616
Jerome Phillips,China,modern,act,4838,3914
Kristin Dillon,Egypt,company,quality,5787,1266
Robert Love DDS,Gabon,price,drop,7260,2220
Tara Turner,France,person,her,4984,3777
Heather Blackwell,Croatia,range,painting,6127,2840
Tiffany Johnson,Gabon,author,investment,5093,528
David Harris,Colombia,general,gas,9020,1516
Anthony Solomon,Cuba,concern,throw,9235,4128
Kelly Nunez,Czech,very,total,2433,2088
Alexa Brown,United States,debate,maintain,6999,2926
Dakota Ross,United Kingdom,same,road,3105,193
Monica Harris,Antigua,manage,along,3280,747
Brian Allen,Dominican Republic,middle,own,5516,3911
Peter Hamilton,East Timor,table,brother,2873,747
Jacob Perez,Croatia,seat,herself,4587,4869
Lisa Thomas,Ecuador,party,act,2996,738
Sarah Arroyo,Czech,ball,soon,9483,3132
Rebecca White,Djibouti,contain,sense,6949,3452
Angela Clayton,Cyprus,mother,risk,4963,3414
Jacqueline Jordan,Gabon,chair,political,7259,3563
Mary Mcgee,Djibouti,media,arm,4865,353
Randall Obrien,Congo,write,sound,9095,4179
Angel Rogers,Georgia,local,everything,5665,746
Kenneth Johnson,Czech,chance,allow,3340,2623
Mary Mckinney,Denmark,thank,foreign,3081,1849
Mark Torres,Czech,modern,cover,9523,1965
Michael Johnston,Dominica,hour,change,7054,1103
Wanda Mendez MD,Argentina,heavy,take,3311,1673
Sarah Fields,Germany,identify,poor,6503,3849
Ronald Reed,Congo,task,side,54,2663
Carlos Baird,Comoros,someone,nor,5262,2760
James Payne,China,town,reduce,7403,3605
Timothy Holmes,Italy,our,mission,5747,4598
Jeffrey Torres,Djibouti,partner,reach,3842,237
Tonya Allen,Republic,able,wide,306,2035
Tyler Williams Jr.,France,particular,fly,986,3524
Michael Molina,Albania,born,street,362,1767
Richard Rivers,Cuba,not,where,7627,4118
Derrick Guzman,Algeria,figure,always,3045,3616
Pam Flores,Afghanistan,too,cost,9740,3519
Ashley Williams,Japan,reason,down,2383,2486
Kristy Walton,Colombia,item,man,4029,1239
Mitchell Holland,Egypt,onto,few,6084,948
Justin Hernandez,Ecuador,data,none,7892,4606
Gerald Maldonado,Algeria,audience,public,8547,3108
Rebecca Contreras,Czech,anything,different,3950,57
Kelly Thomas,Cyprus,similar,if,3432,1163
Adrienne Thompson,Algeria,through,herself,3361,2969
Anthony Cook,Ireland,fight,term,9709,4782
Christopher Cook,Gambia,key,environment,4907,12
Jennifer Oconnell,Argentina,order,audience,7052,2624
Ashley Mitchell,Congo,before,long,9348,2479
Timothy Reyes,Denmark,heavy,organization,8734,3634
Jesse Allen III,Antigua,contain,set,3696,84
Susan Brown,Korea South,control,set,7139,3988
Sophia Hines,Dominican Republic,cup,listen,3125,4804
Albert Steele,Angola,page,feel,346,4095
Heather Potts,Antigua,by,nearly,5436,1479
Andrew Gibson,Czech,yet,area,5724,86
Kevin Davis,United States,speech,whole,9470,3756
Jonathan Church,East Timor,leave,from,2711,1218
Jeffery Jennings,Czech,candidate,foreign,4746,1252
Paul Casey,Republic,that,discussion,3840,1058
Justin Mueller,Georgia,store,really,6215,1746
Michael Ferguson,Dominican Republic,behind,activity,7705,258
Deanna Mclaughlin,Gambia,design,poor,376,2498
Andrea Carpenter,Cyprus,authority,yet,2484,756
Edward Parks,East Timor,near,least,7509,1777
Ronald Moss,Croatia,turn,training,4505,3124
Denise Little,Djibouti,several,lot,671,4358
Emily Mooney,Georgia,result,house,8204,473
James Rose,Comoros,together,maintain,2576,4146
Matthew Davis,Argentina,to,minute,1076,2667
Kristin Brooks,Comoros,happen,participant,4597,4282
Eileen Lee,Afghanistan,collection,glass,2177,356
Lynn Wagner,Argentina,PM,activity,659,3530
Vanessa Lester,United States,one,hold,109,1740
Meghan Miranda,Afghanistan,message,street,398,688
Robert Brown,Gambia,never,though,1951,2686
Barbara Dixon,Ecuador,must,treatment,9296,2008
Laura Cooper,Congo,present,thank,5973,3088
Christy Sharp,Angola,he,hot,9860,1084
Joel Griffin,Dominican Republic,soon,one,42,897
Lindsey Johnson,Cuba,focus,manager,9483,2423
Annette Santiago,Gambia,each,worry,7592,4807
Casey Walter,Cuba,wear,they,7341,4838
Gary Hernandez,France,one,rock,3365,2601
Bryan Powell,Croatia,region,edge,6575,1023
Jessica Mendoza,Cuba,along,single,5690,4946
Fred Kelly,Czech,change,meeting,8373,1033
Sarah Benson,Georgia,create,college,3310,4016
Amanda Villa,United States,middle,nation,6812,4021
Jason Smith,Ireland,time,wait,7758,4226
Jason Murphy,Georgia,size,cut,9145,1167
Kirsten Wright,Comoros,describe,walk,3475,576
Matthew Johnson,Italy,forget,others,2807,1036
Janet Collins,Colombia,popular,pay,4611,451
Joshua Marshall,France,evening,oil,3463,3314
Reginald Daniels,Croatia,country,environmental,5559,2213
Karla Friedman,Cuba,since,sing,4084,2794
Patricia Hooper,Algeria,compare,deep,5270,2026
Debbie Johnson,Gambia,better,source,7507,2954
Todd Stevens,Angola,condition,team,750,4194
Patrick Henderson,Korea South,because,discover,784,683
Mitchell Gardner,Algeria,rule,yeah,5552,1473
Mark Barker,Congo,still,energy,7868,4388
Rebecca Stein PhD,Cyprus,carry,might,5403,4119
Laurie Fuentes,Italy,past,man,9344,4445
Matthew Palmer,Japan,suddenly,tonight,4539,2963
Sean Lin,Denmark,writer,include,2857,3522
Dana Frost,Angola,near,book,4348,4743
Kari Chaney,Albania,easy,amount,7902,4836
Linda Brandt,France,serious,story,3650,648
Mary Lee,Gabon,movie,model,1046,1543
Jerome Brown,Andorra,stage,tend,7889,4449
Kathryn Martinez,Congo,perform,start,7072,563
Anthony Frazier,Korea South,offer,apply,9266,2264
Troy Mitchell,Andorra,big,serious,8335,2539
Randy Harrington,Antigua,small,government,8750,987
David Clements,Argentina,recent,light,804,1498
Michelle Martinez,Republic,lawyer,TV,7473,562
Bonnie Sweeney,Gabon,security,close,4513,4682
Patricia Moore,Germany,on,can,7311,3565
Angela Deleon,Comoros,expert,edge,9949,1564
Priscilla Sanford,Cyprus,line,matter,7085,387
Connor Salinas,Andorra,American,would,6794,3922
Anne Villegas,Denmark,fire,memory,2015,4943
Gary Burns,France,action,beat,8402,1185
Joseph Mahoney,Gabon,particular,remain,4396,1341
Barbara Hicks,Costa Rica,almost,whole,1205,3519
Donald Shaffer,Gabon,explain,character,8038,672
Michelle Brown,Georgia,scientist,truth,9821,2150
Travis Flores,Republic,black,action,3860,2900
Kathleen Baker,Albania,evidence,example,6846,3122
Craig Hernandez,East Timor,experience,deal,6096,2539
Ross Spence,Colombia,bill,order,6288,2663
Sean Brown,Croatia,general,pay,4055,2099
Antonio Bishop,Ireland,wind,return,7596,2833
Eric Davis,China,because,small,9939,2131
Cesar Mitchell,Algeria,democratic,black,8732,2360
Karen Stevens,Dominica,plant,central,7848,1832
Michael Gonzalez,Albania,government,public,8893,2883
Kelly Sanchez,Czech,claim,enter,5048,1222
Kelsey Myers,Argentina,industry,hotel,7900,2456
Steven Carter,Argentina,wind,plant,1930,581
Tiffany Russell,Cuba,ask,seem,2658,431
Alexandria Mitchell,Czech,about,this,1047,1676
Taylor Stone,Angola,form,surface,828,3222
Jodi Lewis,East Timor,group,growth,6476,2975
Victoria Boyle,Dominican Republic,some,I,711,246
Stephen Miller,East Timor,treatment,learn,7388,2383
Susan Collins,Korea South,change,resource,5128,4992
David Baldwin,Georgia,hot,reveal,8866,3682
Craig Cruz,Japan,as,late,789,1537
Matthew Brown,Dominican Republic,case,prevent,4137,3106
Morgan Kelley,Ireland,election,parent,9059,1193
Andrew Taylor,Japan,building,their,4491,2270
Randall Horne,Ecuador,piece,big,1217,1474
James Jones,Ireland,project,million,4055,1559
Renee Powers,Gabon,nothing,media,8059,3305
Andrea Wolf,Dominica,head,civil,2111,3580
Mark Jones,East Timor,make,drug,9089,1082
Hannah Hendricks,Georgia,save,simple,675,2646
Bob Reyes,Cuba,the,decision,2907,2043
Kara Smith,Gambia,if,yeah,5296,857
Rachel Roberts,Argentina,section,hotel,1589,980
